"Susceptible","Infected"
931.0,69.0
906.0,94.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
897.0,103.0
