"Susceptible","Infected"
99.0,1.0
98.0,2.0
95.0,5.0
91.0,9.0
88.0,12.0
86.0,14.0
81.0,19.0
75.0,25.0
68.0,32.0
61.0,39.0
53.0,47.0
48.0,52.0
46.0,54.0
42.0,58.0
36.0,64.0
35.0,65.0
34.0,66.0
31.0,69.0
31.0,69.0
31.0,69.0
31.0,69.0
29.0,71.0
26.0,74.0
26.0,74.0
26.0,74.0
26.0,74.0
26.0,74.0
26.0,74.0
26.0,74.0
26.0,74.0
26.0,74.0
26.0,74.0
26.0,74.0
26.0,74.0
26.0,74.0
26.0,74.0
26.0,74.0
26.0,74.0
26.0,74.0
26.0,74.0
26.0,74.0
26.0,74.0
26.0,74.0
26.0,74.0
26.0,74.0
26.0,74.0
