"Susceptible","Infected"
999.0,1.0
999.0,1.0
997.0,3.0
994.0,6.0
991.0,9.0
988.0,12.0
987.0,13.0
987.0,13.0
987.0,13.0
987.0,13.0
984.0,16.0
967.0,33.0
935.0,65.0
912.0,88.0
883.0,117.0
854.0,146.0
851.0,149.0
851.0,149.0
847.0,153.0
819.0,181.0
696.0,304.0
484.0,516.0
343.0,657.0
240.0,760.0
174.0,826.0
155.0,845.0
155.0,845.0
146.0,854.0
102.0,898.0
23.0,977.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
